번호,발생시각,년,월 ,일,규모,위도,경도,위치,위도(숫자)
847,2022-05-13,2022,5,13,2.3,33.34 N,127.22 E,제주 서귀포시 동쪽 62km 해역,33.34 
846,2022-04-30,2022,4,30,2.3,38.98 N,127.29 E,북한 강원 원산 남남서쪽 24km 지역,38.98 
845,2022-04-21,2022,4,21,2.3,38.85 N,125.78 E,북한 황해북도 송림 북동쪽 18km 지역,38.85 
844,2022-04-18,2022,4,18,2.3,37.26 N,126.10 E,인천 옹진군 서남서쪽 52km 지역,37.26 
843,2022-04-17,2022,4,17,2.3,35.22 N,128.60 E,경남 창원시 마산회원구 동쪽 2km 지역,35.22 
842,2022-04-16,2022,4,16,2.6,34.75 N,127.26 E,전남 고흥군 북쪽 16km 지역,34.75 
841,2022-04-12,2022,4,12,2.4,36.82 N,129.47 E,경북 울진군 남남동쪽 20km 해역,36.82 
840,2022-04-10,2022,4,10,3.4,36.45 N,129.62 E,경북 영덕군 동쪽 23km 해역,36.45 
839,2022-04-09,2022,4,9,2.2,36.54 N,128.08 E,경북 상주시 북북서쪽 16km 지역,36.54 
838,2022-04-03,2022,4,3,2,35.69 N,129.35 E,경북 경주시 남남동쪽 22km 지역,35.69 
837,2022-03-16,2022,3,16,2.3,33.70 N,125.06 E,전남 신안군 흑산도 남남서쪽 113km 해역,33.70 
836,2022-03-15,2022,3,15,2,39.42 N,126.19 E,북한 평안남도 성천 북쪽 20km 지역,39.42 
835,2022-03-06,2022,3,6,2.5,37.31 N,129.54 E,강원 삼척시 동남동쪽 37km 해역,37.31 
834,2022-03-05,2022,3,5,2.4,36.39 N,127.13 E,충남 공주시 남쪽 6km 지역,36.39 
833,2022-03-04,2022,3,4,2.1,41.24 N,129.22 E,북한 함경북도 길주 북북서쪽 33km 지역,41.24 
832,2022-02-28,2022,2,28,2.1,41.25 N,129.28 E,북한 함경북도 길주 북쪽 33km 지역,41.25 
831,2022-02-24,2022,2,24,2.2,34.00 N,127.59 E,전남 여수시 거문도 동쪽 25km 해역,34.00 
830,2022-02-15,2022,2,15,2.5,41.29 N,129.23 E,북한 함경북도 길주 북북서쪽 38km 지역,41.29 
829,2022-02-14,2022,2,14,2.3,41.28 N,129.26 E,북한 함경북도 길주 북쪽 37km 지역,41.28 
828,2022-02-14,2022,2,14,2.3,41.27 N,129.24 E,북한 함경북도 길주 북북서쪽 36km 지역,41.27 
827,2022-02-11,2022,2,11,3.1,41.30 N,129.21 E,북한 함경북도 길주 북북서쪽 40km 지역,41.30 
826,2022-02-10,2022,2,10,2.2,35.29 N,126.59 E,전남 영광군 동북동쪽 7km 지역,35.29 
825,2022-02-08,2022,2,8,2.9,35.07 N,125.06 E,전남 신안군 흑산도 북서쪽 55km 해역,35.07 
824,2022-02-04,2022,2,4,2.3,37.41 N,129.51 E,강원 삼척시 동쪽 31km 해역,37.41 
823,2022-02-02,2022,2,2,2.4,35.72 N,128.99 E,경북 청도군 동북동쪽 24km 지역,35.72 
822,2022-01-28,2022,1,28,2.3,34.37 N,127.30 E,전남 고흥군 남쪽 26km 해역,34.37 
821,2021-12-30,2021,12,30,2.2,41.30 N,129.17 E,북한 함경북도 길주 북북서쪽 41km 지역,41.30 
820,2021-12-30,2021,12,30,2.3,41.31 N,129.21 E,북한 함경북도 길주 북북서쪽 41km 지역,41.31 
819,2021-12-17,2021,12,17,3.2,33.12 N,126.18 E,제주 서귀포시 서남서쪽 38km 해역,33.12 
818,2021-12-15,2021,12,15,2.3,35.79 N,127.80 E,경남 거창군 북서쪽 15km 지역,35.79 
817,2021-12-15,2021,12,15,2.8,33.14 N,126.15 E,제주 서귀포시 서남서쪽 40km 해역,33.14 
816,2021-12-14,2021,12,14,4.9,33.09 N,126.16 E,제주 서귀포시 서남서쪽 41km 해역,33.09 
815,2021-12-09,2021,12,9,2.6,33.85 N,125.51 E,전남 신안군 흑산도 남쪽 91km 해역,33.85 
814,2021-12-04,2021,12,4,2.3,38.02 N,124.52 E,인천 옹진군 백령도 서북서쪽 16km 해역,38.02 
813,2021-11-22,2021,11,22,2.1,35.48 N,127.11 E,전북 순창군 북북서쪽 12km 지역,35.48 
812,2021-11-19,2021,11,19,2.2,33.85 N,124.77 E,전남 신안군 흑산도 남남서쪽 109km 해역,33.85 
811,2021-11-17,2021,11,17,2.9,35.66 N,129.75 E,울산 동구 동북동쪽 35km 해역,35.66 
810,2021-11-16,2021,11,16,2.1,34.50 N,125.90 E,전남 진도군 서쪽 33km 해역,34.50 
809,2021-11-16,2021,11,16,2.1,35.06 N,125.06 E,전남 신안군 흑산도 북서쪽 54km 해역,35.06 
808,2021-11-12,2021,11,12,2.1,36.15 N,129.38 E,경북 포항시 북구 북쪽 12km 지역,36.15 
807,2021-10-22,2021,10,22,2.4,36.90 N,128.22 E,충북 제천시 남쪽 26km 지역,36.90 
806,2021-10-19,2021,10,19,2.2,35.90 N,129.75 E,경북 포항시 남구 동남동쪽 37km 해역,35.90 
805,2021-10-19,2021,10,19,2.8,40.41 N,127.27 E,북한 함경남도 장진 북동쪽 4km 지역,40.41 
804,2021-10-19,2021,10,19,2.6,40.37 N,127.28 E,북한 함경남도 장진 동남동쪽 4km 지역,40.37 
803,2021-10-17,2021,10,17,2.4,41.26 N,129.45 E,북한 함경북도 길주 북북동쪽 36km 지역,41.26 
802,2021-10-11,2021,10,11,2.5,41.29 N,129.20 E,북한 함경북도 길주 북북서쪽 39km 지역,41.29 
801,2021-10-11,2021,10,11,2.4,41.30 N,129.18 E,북한 함경북도 길주 북북서쪽 40km 지역,41.30 
800,2021-10-10,2021,10,10,2.1,35.10 N,125.06 E,전남 신안군 흑산도 북서쪽 58km 해역,35.10 
799,2021-10-06,2021,10,6,2.5,35.25 N,127.86 E,경남 하동군 북북동쪽 23km 지역,35.25 
798,2021-09-23,2021,9,23,2.6,35.42 N,128.49 E,경남 창녕군 남쪽 14km 지역,35.42 
797,2021-09-20,2021,9,20,2.2,34.88 N,127.25 E,전남 보성군 북동쪽 20km 지역,34.88 
796,2021-09-17,2021,9,17,2.2,36.71 N,126.11 E,충남 태안군 서남서쪽 17km 해역,36.71 
795,2021-09-14,2021,9,14,2.2,35.41 N,128.78 E,경남 밀양시 남남동쪽 11km 지역,35.41 
794,2021-09-12,2021,9,12,2.1,35.53 N,128.53 E,경남 창녕군 동남동쪽 4km 지역,35.53 
793,2021-09-11,2021,9,11,2.1,41.29 N,129.15 E,북한 함경북도 길주 북북서쪽 40km 지역,41.29 
792,2021-09-01,2021,9,1,2.4,41.30 N,129.13 E,북한 함경북도 길주 북북서쪽 42km 지역,41.30 
791,2021-08-29,2021,8,29,2.6,36.98 N,125.02 E,충남 태안군 서격렬비도 북서쪽 62km 해역,36.98 
790,2021-08-29,2021,8,29,2.2,35.31 N,128.49 E,경남 함안군 동북동쪽 9km 지역,35.31 
789,2021-08-28,2021,8,28,2.2,35.00 N,127.73 E,전남 광양시 북북동쪽 7km 지역,35.00 
788,2021-08-26,2021,8,26,2.3,35.07 N,125.12 E,전남 신안군 흑산도 북북서쪽 52km 해역,35.07 
787,2021-08-21,2021,8,21,4,35.70 N,124.70 E,전북 군산시 어청도 서남서쪽 124km 해역,35.70 
786,2021-08-20,2021,8,20,2.1,38.37 N,127.99 E,북한 강원 회양 남동쪽 50km 지역,38.37 
785,2021-08-18,2021,8,18,2.1,35.10 N,129.84 E,부산 기장군 동남동쪽 58km 해역,35.10 
784,2021-08-15,2021,8,15,2,35.10 N,129.78 E,부산 기장군 동남동쪽 53km 해역,35.10 
783,2021-08-01,2021,8,1,2.2,35.65 N,129.53 E,울산 북구 동북동쪽 17km 해역,35.65 
782,2021-07-31,2021,7,31,2.5,35.65 N,128.40 E,대구 달성군 남남서쪽 14km 지역,35.65 
781,2021-07-26,2021,7,26,2.2,36.32 N,128.21 E,경북 상주시 남남동쪽 11km 지역,36.32 
780,2021-07-07,2021,7,7,2.3,36.77 N,128.46 E,경북 예천군 북쪽 14km 지역,36.77 
779,2021-06-14,2021,6,14,2.4,35.81 N,129.77 E,경북 포항시 남구 동남동쪽 43km 해역,35.81 
778,2021-06-13,2021,6,13,2.5,41.29 N,129.13 E,북한 함경북도 길주 북북서쪽 41km 지역,41.29 
777,2021-06-13,2021,6,13,2,36.97 N,130.34 E,경북 울릉군 울릉도 남서쪽 76km 해역,36.97 
776,2021-06-07,2021,6,7,2.1,33.68 N,128.07 E,전남 여수시 거문도 동남동쪽 80km 해역,33.68 
775,2021-05-30,2021,5,30,2.4,38.73 N,126.06 E,북한 황해북도 연산 남서쪽 23km 지역,38.73 
774,2021-05-26,2021,5,26,2.2,35.83 N,124.56 E,충남 태안군 서격렬비도 남서쪽 124km 해역,35.83 
773,2021-05-13,2021,5,13,2,35.89 N,127.33 E,전북 완주군 동쪽 15km 지역,35.89 
772,2021-05-04,2021,5,4,2,35.89 N,129.67 E,경북 포항시 남구 동남동쪽 31km 해역,35.89 
771,2021-04-30,2021,4,30,2.1,35.52 N,128.88 E,경남 밀양시 동쪽 12km 지역,35.52 
770,2021-04-29,2021,4,29,2,35.65 N,129.83 E,울산 동구 동북동쪽 41km 해역,35.65 
769,2021-04-28,2021,4,28,2.5,35.65 N,129.79 E,울산 동구 동북동쪽 37km 해역,35.65 
768,2021-04-25,2021,4,25,2.3,37.48 N,124.36 E,인천 옹진군 백령도 남남서쪽 60km 해역,37.48 
767,2021-04-23,2021,4,23,2.2,40.49 N,127.51 E,북한 함경남도 장진 동북동쪽 26km 지역,40.49 
766,2021-04-20,2021,4,20,2.6,35.08 N,125.05 E,전남 신안군 흑산도 북서쪽 57km 해역,35.08 
765,2021-04-19,2021,4,19,2.7,41.28 N,129.13 E,북한 함경북도 길주 북북서쪽 40km 지역,41.28 
764,2021-04-19,2021,4,19,3.7,35.07 N,125.08 E,전남 신안군 흑산도 북서쪽 54km 해역,35.07 
763,2021-04-16,2021,4,16,2.2,37.29 N,127.71 E,경기 여주시 동쪽 7km 지역,37.29 
762,2021-04-13,2021,4,13,2,36.02 N,126.91 E,전북 익산시 북북서쪽 9km 지역,36.02 
761,2021-03-16,2021,3,16,2.6,35.76 N,129.19 E,경북 경주시 남남서쪽 11km 지역,35.76 
760,2021-02-21,2021,2,21,2.2,35.47 N,126.34 E,전남 영광군 북서쪽 27km 해역,35.47 
759,2021-02-15,2021,2,15,2.5,35.99 N,126.84 E,전북 군산시 동북동쪽 10km 지역,35.99 
758,2021-02-10,2021,2,10,2.1,37.32 N,126.24 E,인천 옹진군 서남서쪽 38km 해역,37.32 
757,2021-02-08,2021,2,8,2.3,40.64 N,127.62 E,북한 함경남도 장진 북동쪽 43km 지역,40.64 
756,2021-02-08,2021,2,8,3.2,40.67 N,127.45 E,북한 함경남도 장진 북북동쪽 37km 지역,40.67 
755,2021-02-06,2021,2,6,2.7,35.81 N,127.53 E,전북 장수군 북쪽 18km 지역,35.81 
754,2021-02-03,2021,2,3,2.2,37.32 N,126.24 E,인천 옹진군 서남서쪽 38km 해역,37.32 
753,2021-01-24,2021,1,24,2.1,35.84 N,125.14 E,전북 군산시 어청도 서남서쪽 81km 해역,35.84 
752,2021-01-14,2021,1,14,2.1,36.86 N,125.43 E,충남 태안군 서격렬비도 북북서쪽 30km 해역,36.86 
751,2020-12-23,2020,12,23,2.2,37.73 N,126.73 E,경기 파주시 남서쪽 6km 지역,37.73 
750,2020-12-18,2020,12,18,2.7,37.66 N,129.32 E,강원 동해시 북동쪽 24km 해역,37.66 
749,2020-12-15,2020,12,15,2.3,37.70 N,125.17 E,북한 황해남도 옹진 남남서쪽 31km 해역,37.70 
748,2020-11-19,2020,11,19,3.1,37.99 N,125.37 E,북한 황해남도 옹진 북쪽 7km 지역,37.99 
747,2020-11-17,2020,11,17,2.6,41.28 N,129.18 E,북한 함경북도 길주 북북서쪽 38km 지역,41.28 
746,2020-11-15,2020,11,15,2.1,35.76 N,129.18 E,경북 경주시 남남서쪽 11km 지역,35.76 
745,2020-11-08,2020,11,8,2.9,36.41 N,128.22 E,경북 상주시 동쪽 5km 지역,36.41 
744,2020-11-06,2020,11,6,2,36.43 N,128.14 E,경북 상주시 북서쪽 3km 지역,36.43 
743,2020-11-04,2020,11,4,2.4,35.84 N,129.79 E,경북 포항시 남구 동남동쪽 43km 해역,35.84 
742,2020-11-04,2020,11,4,2.2,35.83 N,129.78 E,경북 포항시 남구 동남동쪽 43km 해역,35.83 
741,2020-11-04,2020,11,4,2.8,38.79 N,125.72 E,북한 황해북도 송림 북동쪽 10km 지역,38.79 
740,2020-10-25,2020,10,25,2.5,33.89 N,125.65 E,전남 진도군 남서쪽 87km 해역,33.89 
739,2020-10-24,2020,10,24,2.1,33.93 N,127.45 E,전남 여수시 거문도 남동쪽 16km 해역,33.93 
738,2020-10-09,2020,10,9,2.1,35.75 N,129.17 E,경북 경주시 남남서쪽 13km 지역,35.75 
737,2020-10-07,2020,10,7,2.1,33.92 N,127.44 E,전남 여수시 거문도 남동쪽 16km 해역,33.92 
736,2020-10-03,2020,10,3,2.3,38.83 N,126.03 E,북한 황해북도 연산 서남서쪽 20km 지역,38.83 
735,2020-10-02,2020,10,2,2.6,38.74 N,125.90 E,북한 황해북도 송림 동쪽 23km 지역,38.74 
734,2020-10-02,2020,10,2,2.5,38.74 N,125.89 E,북한 황해북도 송림 동쪽 22km 지역,38.74 
733,2020-09-22,2020,9,22,2.1,36.60 N,129.37 E,경북 영덕군 북쪽 21km 지역,36.60 
732,2020-09-20,2020,9,20,2.2,36.51 N,127.14 E,충남 공주시 북북동쪽 7km 지역,36.51 
731,2020-09-13,2020,9,13,2.9,37.64 N,124.60 E,인천 옹진군 백령도 남남서쪽 35km 해역,37.64 
730,2020-09-12,2020,9,12,2.4,36.03 N,128.40 E,경북 칠곡군 북쪽 4km 지역,36.03 
729,2020-09-02,2020,9,2,2.3,34.38 N,126.20 E,전남 진도군 남남서쪽 13km 지역,34.38 
728,2020-08-21,2020,8,21,2.5,37.91 N,125.93 E,북한 황해남도 해주 남동쪽 24km 지역,37.91 
727,2020-08-07,2020,8,7,2.4,41.30 N,129.09 E,북한 함경북도 길주 북북서쪽 43km 지역,41.30 
726,2020-08-05,2020,8,5,2,38.85 N,125.71 E,북한 황해북도 송림 북북동쪽 14km 지역,38.85 
725,2020-08-01,2020,8,1,2,36.77 N,128.48 E,경북 예천군 북쪽 13km 지역,36.77 
724,2020-08-01,2020,8,1,2,38.65 N,127.16 E,북한 강원 평강 북북서쪽 29km 지역,38.65 
723,2020-07-25,2020,7,25,2.2,34.06 N,125.54 E,전남 신안군 흑산도 남쪽 66km 해역,34.06 
722,2020-07-20,2020,7,20,2,34.53 N,128.14 E,경남 남해군 남남동쪽 41km 해역,34.53 
721,2020-07-15,2020,7,15,2.4,34.88 N,124.68 E,전남 신안군 흑산도 서북서쪽 77km 해역,34.88 
720,2020-07-11,2020,7,11,2.7,37.88 N,129.58 E,강원 동해시 북동쪽 57km 해역,37.88 
719,2020-07-07,2020,7,7,3.3,37.19 N,125.55 E,인천 옹진군 연평도 남남서쪽 54km 해역,37.19 
718,2020-07-03,2020,7,3,2.3,37.18 N,128.71 E,강원 영월군 동쪽 22km 지역,37.18 
717,2020-06-24,2020,6,24,2.5,38.66 N,125.95 E,북한 황해북도 사리원 북동쪽 24km 지역,38.66 
716,2020-06-23,2020,6,23,2.1,37.86 N,126.90 E,경기 파주시 북동쪽 15km 지역,37.86 
715,2020-06-21,2020,6,21,2.3,38.47 N,128.52 E,강원 고성군 북북동쪽 11km 해역,38.47 
714,2020-06-08,2020,6,8,2.1,36.01 N,128.01 E,경북 김천시 남남서쪽 17km 지역,36.01 
713,2020-06-04,2020,6,4,2.5,38.75 N,125.69 E,북한 황해북도 송림 동북동쪽 5km 지역,38.75 
712,2020-05-27,2020,5,27,2.8,36.01 N,128.01 E,경북 김천시 남남서쪽 17km 지역,36.01 
711,2020-05-22,2020,5,22,2.1,37.67 N,125.00 E,북한 황해남도 옹진 남서쪽 43km 해역,37.67 
710,2020-05-13,2020,5,13,2.8,36.10 N,127.34 E,전북 완주군 북동쪽 27km 지역,36.10 
709,2020-05-11,2020,5,11,3.8,38.68 N,127.18 E,북한 강원 평강 북북서쪽 32km 지역,38.68 
708,2020-05-09,2020,5,9,2.2,38.87 N,126.22 E,북한 평안남도 성천 남쪽 41km 지역,38.87 
707,2020-05-09,2020,5,9,2.2,34.66 N,126.40 E,전남 해남군 서북서쪽 21km 지역,34.66 
706,2020-05-07,2020,5,7,2.1,34.77 N,124.68 E,전남 신안군 흑산도 서쪽 73km 해역,34.77 
705,2020-05-05,2020,5,5,2.4,38.47 N,126.16 E,북한 황해북도 평산 북서쪽 26km 지역,38.47 
704,2020-05-03,2020,5,3,3.1,34.66 N,126.40 E,전남 해남군 서북서쪽 21km 지역,34.66 
703,2020-05-02,2020,5,2,2.3,34.66 N,126.40 E,전남 해남군 서북서쪽 21km 지역,34.66 
702,2020-04-30,2020,4,30,2.4,34.66 N,126.40 E,전남 해남군 서북서쪽 21km 지역,34.66 
701,2020-04-29,2020,4,29,2.4,39.39 N,126.13 E,북한 평안남도 성천 북북서쪽 18km 지역,39.39 
700,2020-04-28,2020,4,28,2.1,34.66 N,126.41 E,전남 해남군 서북서쪽 20km 지역,34.66 
699,2020-04-28,2020,4,28,2.4,36.16 N,127.43 E,충남 금산군 북서쪽 8km 지역,36.16 
698,2020-04-27,2020,4,27,2.8,35.80 N,127.53 E,전북 장수군 북쪽 17km 지역,35.80 
697,2020-04-24,2020,4,24,2.3,35.30 N,125.54 E,전남 신안군 흑산도 북쪽 73km 해역,35.30 
696,2020-04-22,2020,4,22,2.1,38.11 N,130.01 E,강원 동해시 북동쪽 102km 해역,38.11 
695,2020-04-18,2020,4,18,2.3,37.58 N,126.14 E,인천 강화군 서남서쪽 36km 해역,37.58 
694,2020-04-03,2020,4,3,2.2,38.75 N,125.72 E,북한 황해북도 송림 동북동쪽 8km 지역,38.75 
693,2020-03-20,2020,3,20,2.7,35.39 N,128.01 E,경남 산청군 동남동쪽 13km 지역,35.39 
692,2020-03-10,2020,3,10,2,35.44 N,125.54 E,전북 군산시 어청도 남남서쪽 85km 해역,35.44 
691,2020-02-29,2020,2,29,2.4,38.45 N,126.17 E,북한 황해북도 평산 북서쪽 24km 지역,38.45 
690,2020-02-29,2020,2,29,2.7,38.46 N,126.17 E,북한 황해북도 평산 북서쪽 24km 지역,38.46 
689,2020-02-16,2020,2,16,2.7,36.26 N,130.49 E,경북 영덕군 동쪽 102km 해역,36.26 
688,2020-02-09,2020,2,9,2.4,35.77 N,129.03 E,경북 경주시 서남서쪽 18km 지역,35.77 
687,2020-01-30,2020,1,30,3.2,36.59 N,128.12 E,경북 상주시 북쪽 20km 지역,36.59 
686,2020-01-29,2020,1,29,2.5,41.29 N,129.11 E,북한 함경북도 길주 북북서쪽 41km 지역,41.29 
685,2020-01-15,2020,1,15,2.1,37.11 N,128.29 E,충북 제천시 동남동쪽 9km 지역,37.11 
684,2020-01-08,2020,1,8,2,35.91 N,128.38 E,경북 성주군 동쪽 9km 지역,35.91 
683,2019-12-30,2019,12,30,2.1,35.56 N,128.90 E,경남 밀양시 동북동쪽 15km 지역,35.56 
682,2019-12-30,2019,12,30,3.5,35.56 N,128.90 E,경남 밀양시 동북동쪽 15km 지역,35.56 
681,2019-12-29,2019,12,29,2.3,33.33 N,127.16 E,제주 서귀포시 동쪽 56km 해역,33.33 
680,2019-12-24,2019,12,24,2.4,33.29 N,127.16 E,제주 서귀포시 동쪽 56km 해역,33.29 
679,2019-12-17,2019,12,17,2.1,38.01 N,126.00 E,북한 황해남도 해주 동쪽 25km 지역,38.01 
678,2019-12-15,2019,12,15,2,37.16 N,126.22 E,충남 서산시 북북서쪽 46km 해역,37.16 
677,2019-12-12,2019,12,12,2.1,33.55 N,126.92 E,제주 제주시 동쪽 36km 해역,33.55 
676,2019-12-08,2019,12,8,2,35.12 N,124.96 E,전남 신안군 흑산도 북서쪽 70km 해역,35.12 
675,2019-12-04,2019,12,4,2.6,33.94 N,124.70 E,전남 신안군 흑산도 남서쪽 106km 해역,33.94 
674,2019-11-29,2019,11,29,2,36.86 N,129.79 E,경북 울진군 동남동쪽 38km 해역,36.86 
673,2019-11-21,2019,11,21,2.4,33.83 N,128.09 E,전남 여수시 거문도 동남동쪽 75km 해역,33.83 
672,2019-11-21,2019,11,21,2.3,35.13 N,124.93 E,전남 신안군 흑산도 북서쪽 73km 해역,35.13 
671,2019-11-09,2019,11,9,2.4,37.62 N,124.65 E,인천 옹진군 백령도 남쪽 37km 해역,37.62 
670,2019-10-31,2019,10,31,2.1,37.24 N,126.11 E,인천 옹진군 서남서쪽 52km 지역,37.24 
669,2019-10-30,2019,10,30,2.3,36.68 N,128.61 E,경북 안동시 북서쪽 16km 지역,36.68 
668,2019-10-27,2019,10,27,3.4,35.41 N,128.49 E,경남 창녕군 남쪽 15km 지역,35.41 
667,2019-10-20,2019,10,20,2.2,33.41 N,125.13 E,제주 제주시 서쪽 130km 해역,33.41 
666,2019-10-15,2019,10,15,2.3,38.77 N,125.71 E,북한 황해북도 송림 동북동쪽 8km 지역,38.77 
665,2019-10-13,2019,10,13,2,36.53 N,129.65 E,경북 영덕군 동북동쪽 28km 해역,36.53 
664,2019-10-12,2019,10,12,2.5,35.18 N,129.77 E,울산 동구 남동쪽 48km 해역,35.18 
663,2019-10-04,2019,10,4,2.6,35.47 N,128.86 E,경남 밀양시 동남동쪽 11km 지역,35.47 
662,2019-10-02,2019,10,2,2.3,38.79 N,125.78 E,북한 황해북도 송림 동북동쪽 14km 지역,38.79 
661,2019-09-26,2019,9,26,2.3,36.09 N,129.33 E,경북 포항시 북구 북북서쪽 6km 지역,36.09 
660,2019-09-22,2019,9,22,3.3,34.16 N,125.16 E,전남 신안군 흑산도 남남서쪽 62km 해역,34.16 
659,2019-09-21,2019,9,21,3.5,38.67 N,127.17 E,북한 강원 평강 북북서쪽 31km 지역,38.67 
658,2019-09-19,2019,9,19,2.6,33.65 N,124.99 E,전남 신안군 흑산도 남남서쪽 120km 해역,33.65 
657,2019-09-11,2019,9,11,2,38.13 N,127.09 E,경기 연천군 북북동쪽 4km 지역,38.13 
656,2019-09-07,2019,9,7,2,35.48 N,129.54 E,울산 동구 동남동쪽 12km 해역,35.48 
655,2019-09-01,2019,9,1,2.3,39.51 N,126.10 E,북한 평안남도 개천 남동쪽 27km 지역,39.51 
654,2019-08-28,2019,8,28,2.5,36.24 N,130.01 E,경북 영덕군 동남동쪽 61km 해역,36.24 
653,2019-08-23,2019,8,23,2.7,37.96 N,124.69 E,인천 옹진군 백령도 북동쪽 1km 지역,37.96 
652,2019-08-20,2019,8,20,2.8,33.57 N,124.81 E,전남 신안군 흑산도 남남서쪽 135km 해역,33.57 
651,2019-08-11,2019,8,11,2.1,37.97 N,124.63 E,인천 옹진군 백령도 서북서쪽 5km 지역,37.97 
650,2019-08-10,2019,8,10,2.3,33.78 N,126.92 E,전남 여수시 거문도 남서쪽 45km 해역,33.78 
649,2019-08-09,2019,8,9,2.2,39.31 N,124.71 E,북한 평안북도 철산 남쪽 51km 해역,39.31 
648,2019-07-30,2019,7,30,2.1,35.00 N,128.30 E,경남 고성군 북서쪽 4km 지역,35.00 
647,2019-07-25,2019,7,25,2.8,37.35 N,129.84 E,경북 울진군 북동쪽 56km 해역,37.35 
646,2019-07-22,2019,7,22,2,35.82 N,125.56 E,전북 군산시 어청도 남서쪽 50km 해역,35.82 
645,2019-07-21,2019,7,21,3.9,36.50 N,128.10 E,경북 상주시 북북서쪽 11km 지역,36.50 
644,2019-07-20,2019,7,20,2,36.33 N,128.08 E,경북 상주시 남서쪽 11km 지역,36.33 
643,2019-07-10,2019,7,10,2.1,38.70 N,125.73 E,북한 황해북도 송림 동남동쪽 9km 지역,38.70 
642,2019-07-08,2019,7,8,2.2,37.89 N,129.55 E,강원 동해시 북동쪽 56km 해역,37.89 
641,2019-07-02,2019,7,2,2.7,35.88 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역,35.88 
640,2019-06-27,2019,6,27,2.1,38.75 N,125.71 E,북한 황해북도 송림 동북동쪽 7km 지역,38.75 
639,2019-06-27,2019,6,27,2.5,38.77 N,125.70 E,북한 황해북도 송림 북동쪽 7km 지역,38.77 
638,2019-06-27,2019,6,27,3.9,38.80 N,125.69 E,북한 황해북도 송림 북동쪽 9km 지역,38.80 
637,2019-06-23,2019,6,23,2.4,36.69 N,128.41 E,경북 예천군 북서쪽 5km 지역,36.69 
636,2019-06-23,2019,6,23,2.4,38.75 N,125.73 E,북한 황해북도 송림 동쪽 8km 지역,38.75 
635,2019-06-23,2019,6,23,3.4,38.81 N,125.70 E,북한 황해북도 송림 북동쪽 10km 지역,38.81 
634,2019-06-22,2019,6,22,3.4,38.81 N,125.70 E,북한 황해북도 송림 북동쪽 10km 지역,38.81 
633,2019-06-22,2019,6,22,2.7,38.81 N,125.71 E,북한 황해북도 송림 북동쪽 10km 지역,38.81 
632,2019-06-21,2019,6,21,2.5,38.81 N,125.68 E,북한 황해북도 송림 북북동쪽 9km 지역,38.81 
631,2019-06-15,2019,6,15,2.2,35.71 N,126.36 E,전북 부안군 서쪽 34km 해역,35.71 
630,2019-06-11,2019,6,11,2.5,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,35.76 
629,2019-05-17,2019,5,17,2.4,38.37 N,126.30 E,북한 황해북도 평산 서북서쪽 9km 지역,38.37 
628,2019-05-16,2019,5,16,3.3,39.15 N,126.47 E,북한 평안남도 양덕 서남서쪽 16km 지역,39.15 
627,2019-05-13,2019,5,13,2.4,33.35 N,127.17 E,제주 서귀포시 동쪽 58km 해역,33.35 
626,2019-05-10,2019,5,10,2,36.56 N,129.64 E,경북 영덕군 동북동쪽 29km 해역,36.56 
625,2019-05-05,2019,5,5,2.1,36.55 N,129.54 E,경북 영덕군 북동쪽 22km 해역,36.55 
624,2019-05-04,2019,5,4,2.4,37.42 N,124.56 E,인천 옹진군 백령도 남쪽 60km 해역,37.42 
623,2019-04-27,2019,4,27,2.5,33.79 N,126.09 E,제주 제주시 북서쪽 52km 해역,33.79 
622,2019-04-22,2019,4,22,3.8,36.86 N,129.80 E,경북 울진군 동남동쪽 38km 해역,36.86 
621,2019-04-19,2019,4,19,4.3,37.88 N,129.54 E,강원 동해시 북동쪽 54km 해역,37.88 
620,2019-03-28,2019,3,28,2.2,33.62 N,126.94 E,제주 제주시 동북동쪽 40km 해역,33.62 
619,2019-03-21,2019,3,21,2.7,37.56 N,125.20 E,북한 황해남도 옹진 남남서쪽 43km 해역,37.56 
618,2019-03-21,2019,3,21,2.8,41.32 N,129.09 E,북한 함경북도 길주 북북서쪽 45km 지역,41.32 
617,2019-03-19,2019,3,19,2.2,38.01 N,126.00 E,북한 황해남도 해주 동쪽 25km 지역,38.01 
616,2019-03-17,2019,3,17,2.3,36.34 N,127.87 E,충북 옥천군 동쪽 27km 지역,36.34 
615,2019-03-13,2019,3,13,2.4,33.63 N,126.93 E,제주 제주시 동북동쪽 40km 해역,33.63 
614,2019-03-11,2019,3,11,2.4,33.47 N,126.40 E,제주 제주시 서남서쪽 13km 지역,33.47 
613,2019-03-09,2019,3,9,2,36.82 N,128.73 E,경북 봉화군 남쪽 8km 지역,36.82 
612,2019-03-03,2019,3,3,2.5,39.63 N,127.12 E,북한 함경남도 금야 북서쪽 15km 지역,39.63 
611,2019-02-27,2019,2,27,2.2,37.31 N,124.74 E,인천 옹진군 백령도 남쪽 72km 해역,37.31 
610,2019-02-25,2019,2,25,2.9,36.77 N,129.03 E,경북 영양군 북북서쪽 14km 지역,36.77 
609,2019-02-20,2019,2,20,2.9,36.51 N,125.50 E,충남 태안군 서격렬비도 남남서쪽 12km 해역,36.51 
